Precip,Air_Temp_Max,Air_Temp_Min,DayOfWeek,Operating_Airline,Dest,DestState,DepDelay,DepDel15,DepTimeBlk,Distance,DistanceGroup,DepDelayBinary
0.19,59,47,3,OO,LAX,CA,-3.0,0.0,1700-1759,337.0,2,0
0.0,73,55,5,OO,ASE,CO,1.0,0.0,1600-1659,848.0,4,1
0.0,71,56,5,UA,PSP,CA,93.0,1.0,1000-1059,421.0,2,1
0.05,63,48,5,OO,BUR,CA,-12.0,0.0,0800-0859,326.0,2,0
0.0,73,55,1,UA,EWR,NJ,-1.0,0.0,1000-1059,2565.0,11,0
0.08,61,48,1,QX,PHX,AZ,42.0,1.0,1500-1559,651.0,3,1
0.0,72,54,5,HA,HNL,HI,7.0,0.0,0900-0959,2398.0,10,1
0.0,72,54,4,F9,LAS,NV,11.0,0.0,2300-2359,414.0,2,1
0.22,60,47,4,UA,IAH,TX,-1.0,0.0,0800-0859,1635.0,7,0
0.01,71,54,4,OO,RDD,CA,-4.0,0.0,2200-2259,199.0,1,0
0.0,72,56,7,UA,RNO,NV,-6.0,0.0,2200-2259,192.0,1,0
0.08,55,43,5,WN,LAX,CA,17.0,1.0,1900-1959,337.0,2,1
0.1,62,48,5,UA,CLE,OH,2.0,0.0,1400-1459,2161.0,9,1
0.08,61,48,1,UA,SEA,WA,2.0,0.0,1000-1059,679.0,3,1
0.06,67,53,5,UA,DEN,CO,7.0,0.0,2000-2059,967.0,4,1
0.13,60,47,6,OO,TUS,AZ,-10.0,0.0,1600-1659,751.0,4,0
0.18,58,44,2,AA,DFW,TX,-2.0,0.0,1200-1259,1464.0,6,0
0.03,64,48,1,UA,PHX,AZ,61.0,1.0,1300-1359,651.0,3,1
0.01,67,50,2,AS,PDX,OR,-2.0,0.0,2100-2159,550.0,3,0
0.2,56,44,6,B6,LAX,CA,26.0,1.0,0600-0659,337.0,2,1
0.12,57,45,5,OO,BIH,CA,-4.0,0.0,1300-1359,221.0,1,0
0.09,56,45,5,AS,JFK,NY,-6.0,0.0,0700-0759,2586.0,11,0
0.03,67,51,3,OO,SAT,TX,-3.0,0.0,1200-1259,1482.0,6,0
0.04,64,47,2,UA,IAH,TX,29.0,1.0,1100-1159,1635.0,7,1
0.02,70,53,1,OO,RNO,NV,-8.0,0.0,1400-1459,192.0,1,0
0.08,55,43,5,OO,SNA,CA,-8.0,0.0,2100-2159,372.0,2,0
0.0,72,54,5,OO,FAT,CA,-1.0,0.0,0800-0859,158.0,1,0
0.17,57,45,7,UA,SAN,CA,-8.0,0.0,1900-1959,447.0,2,0
0.0,68,53,2,OO,BOI,ID,45.0,1.0,1800-1859,522.0,3,1
0.01,70,53,4,OO,SBP,CA,-4.0,0.0,2200-2259,190.0,1,0
0.0,69,52,2,AA,CLT,NC,40.0,1.0,0900-0959,2296.0,10,1
0.01,67,51,3,UA,ORD,IL,-7.0,0.0,0001-0559,1846.0,8,0
0.01,67,50,5,OO,SAN,CA,-1.0,0.0,1000-1059,447.0,2,0
0.09,62,48,4,UA,PHX,AZ,-2.0,0.0,1200-1259,651.0,3,0
0.09,62,47,2,OO,PSP,CA,-1.0,0.0,2000-2059,421.0,2,0
0.07,66,49,2,OO,SBP,CA,-8.0,0.0,1000-1059,190.0,1,0
0.0,72,55,4,UA,ORD,IL,12.0,0.0,2200-2259,1846.0,8,1
0.09,60,46,4,OO,SMF,CA,-2.0,0.0,0800-0859,86.0,1,0
0.09,62,47,2,UA,JFK,NY,-6.0,0.0,0800-0859,2586.0,11,0
0.0,72,56,4,UA,IAH,TX,-9.0,0.0,1200-1259,1635.0,7,0
0.06,58,44,2,UA,PHL,PA,-7.0,0.0,2200-2259,2521.0,11,0
0.01,67,51,7,F9,ONT,CA,18.0,1.0,1600-1659,363.0,2,1
0.0,72,56,7,UA,HNL,HI,11.0,0.0,1300-1359,2398.0,10,1
0.2,63,48,4,UA,DEN,CO,-5.0,0.0,1800-1859,967.0,4,0
0.2,57,44,1,UA,LAS,NV,4.0,0.0,1100-1159,414.0,2,1
0.09,60,46,4,UA,LAX,CA,-3.0,0.0,2000-2059,337.0,2,0
0.0,74,56,2,DL,BOS,MA,38.0,1.0,2200-2259,2704.0,11,1
0.11,62,46,7,B6,BOS,MA,-6.0,0.0,2100-2159,2704.0,11,0
0.07,66,49,2,HA,HNL,HI,44.0,1.0,0900-0959,2398.0,10,1
0.0,67,49,2,WN,LAX,CA,-1.0,0.0,1500-1559,337.0,2,0
0.16,60,47,7,AS,SEA,WA,-10.0,0.0,1400-1459,679.0,3,0
0.01,70,54,3,DL,DTW,MI,-2.0,0.0,2200-2259,2079.0,9,0
0.04,64,48,5,B6,BOS,MA,-2.0,0.0,1400-1459,2704.0,11,0
0.01,71,55,3,WN,DEN,CO,3.0,0.0,0600-0659,967.0,4,1
0.05,59,45,6,OO,BUR,CA,-1.0,0.0,1600-1659,326.0,2,0
0.0,72,56,7,OO,PSP,CA,-8.0,0.0,0800-0859,421.0,2,0
0.0,70,53,2,OO,EUG,OR,1.0,0.0,1600-1659,451.0,2,1
0.0,73,55,1,HA,HNL,HI,1.0,0.0,0700-0759,2398.0,10,1
0.0,72,55,1,QX,SEA,WA,5.0,0.0,0600-0659,679.0,3,1
0.04,65,50,5,UA,SAN,CA,8.0,0.0,1300-1359,447.0,2,1
0.0,73,55,5,B6,BOS,MA,-6.0,0.0,1000-1059,2704.0,11,0
0.03,63,48,2,UA,SEA,WA,-8.0,0.0,1900-1959,679.0,3,0
0.0,73,54,3,WN,LAS,NV,-5.0,0.0,0001-0559,414.0,2,0
0.17,61,48,3,OO,BOI,ID,4.0,0.0,1900-1959,522.0,3,1
0.04,66,50,6,OO,ACV,CA,-7.0,0.0,2200-2259,250.0,2,0
0.4,55,43,2,OO,LAX,CA,34.0,1.0,0900-0959,337.0,2,1
0.16,57,45,4,OO,RDM,OR,2.0,0.0,1000-1059,462.0,2,1
0.0,71,56,5,UA,IAH,TX,0.0,0.0,1000-1059,1635.0,7,0
0.11,64,48,4,OO,RNO,NV,7.0,0.0,2200-2259,192.0,1,1
0.02,64,48,5,UA,LAS,NV,56.0,1.0,0800-0859,414.0,2,1
0.14,61,47,1,UA,TPA,FL,-3.0,0.0,1000-1059,2393.0,10,0
0.0,70,53,3,UA,SEA,WA,114.0,1.0,1000-1059,679.0,3,1
0.02,64,48,5,AS,SEA,WA,0.0,0.0,0900-0959,679.0,3,0
0.0,70,53,4,UA,PDX,OR,22.0,1.0,1900-1959,550.0,3,1
0.0,72,54,5,UA,DEN,CO,9.0,0.0,1200-1259,967.0,4,1
0.0,72,56,6,UA,KOA,HI,-2.0,0.0,1100-1159,2367.0,10,0
0.0,71,54,2,OO,TUS,AZ,65.0,1.0,1300-1359,751.0,4,1
0.0,72,54,1,UA,PDX,OR,27.0,1.0,1600-1659,550.0,3,1
0.31,59,46,2,AA,MIA,FL,-2.0,0.0,0800-0859,2585.0,11,0
0.13,61,47,6,UA,LAX,CA,9.0,0.0,1300-1359,337.0,2,1
0.03,68,49,3,OO,AUS,TX,-12.0,0.0,2300-2359,1504.0,7,0
0.2,57,44,1,UA,SAN,CA,-8.0,0.0,0800-0859,447.0,2,0
0.09,59,45,3,HA,OGG,HI,-7.0,0.0,1000-1059,2338.0,10,0
0.01,67,50,2,OO,LAX,CA,7.0,0.0,1300-1359,337.0,2,1
0.13,60,46,5,UA,EWR,NJ,8.0,0.0,0800-0859,2565.0,11,1
0.02,69,53,1,UA,PSP,CA,-3.0,0.0,1000-1059,421.0,2,0
0.01,68,52,5,UA,EWR,NJ,1.0,0.0,0700-0759,2565.0,11,1
0.04,66,50,6,UA,SAN,CA,-1.0,0.0,2200-2259,447.0,2,0
0.09,60,46,4,UA,IAH,TX,-4.0,0.0,2300-2359,1635.0,7,0
0.02,68,52,2,UA,LAS,NV,2.0,0.0,1300-1359,414.0,2,1
0.1,62,48,5,WN,LAX,CA,5.0,0.0,0600-0659,337.0,2,1
0.02,67,50,4,UA,IAD,VA,35.0,1.0,2300-2359,2419.0,10,1
0.2,63,48,4,UA,EWR,NJ,-5.0,0.0,0600-0659,2565.0,11,0
0.01,71,55,3,OO,ACV,CA,-3.0,0.0,2200-2259,250.0,2,0
0.0,69,52,2,UA,EWR,NJ,34.0,1.0,2300-2359,2565.0,11,1
0.17,58,46,1,OO,LAX,CA,-4.0,0.0,1200-1259,337.0,2,0
0.09,62,48,4,OO,LAX,CA,-5.0,0.0,0800-0859,337.0,2,0
0.2,57,44,1,OO,SLC,UT,-7.0,0.0,0900-0959,599.0,3,0
0.12,56,43,1,DL,MSP,MN,63.0,1.0,1200-1259,1589.0,7,1
0.0,69,53,7,WN,DEN,CO,9.0,0.0,1500-1559,967.0,4,1
0.0,71,55,6,UA,IAH,TX,-5.0,0.0,0700-0759,1635.0,7,0
0.16,60,47,7,OO,PSP,CA,-10.0,0.0,1600-1659,421.0,2,0
0.11,57,44,1,UA,IAD,VA,-12.0,0.0,1100-1159,2419.0,10,0
0.09,56,45,5,DL,JFK,NY,-6.0,0.0,0700-0759,2586.0,11,0
0.0,72,54,5,DL,SEA,WA,0.0,0.0,0600-0659,679.0,3,0
0.0,72,54,5,UA,KOA,HI,1.0,0.0,1900-1959,2367.0,10,1
0.0,71,55,6,UA,PHX,AZ,-2.0,0.0,1600-1659,651.0,3,0
0.06,62,47,6,HA,HNL,HI,-4.0,0.0,0800-0859,2398.0,10,0
0.01,69,52,4,UA,EWR,NJ,3.0,0.0,1600-1659,2565.0,11,1
0.12,57,45,5,OO,SLC,UT,-3.0,0.0,0900-0959,599.0,3,0
0.01,71,55,2,OO,TUS,AZ,-4.0,0.0,1300-1359,751.0,4,0
0.13,62,48,6,F9,DEN,CO,21.0,1.0,1800-1859,967.0,4,1
0.0,73,56,1,UA,IAD,VA,-4.0,0.0,0800-0859,2419.0,10,0
0.06,64,49,7,UA,CLE,OH,-4.0,0.0,1400-1459,2161.0,9,0
0.2,59,45,3,UA,PDX,OR,-5.0,0.0,1800-1859,550.0,3,0
0.09,58,44,6,UA,BZN,MT,109.0,1.0,1300-1359,807.0,4,1
0.01,67,50,5,AA,PHL,PA,3.0,0.0,1200-1259,2521.0,11,1
0.01,69,52,4,AS,DAL,TX,27.0,1.0,0900-0959,1476.0,6,1
0.07,62,47,3,UA,IAD,VA,-8.0,0.0,1600-1659,2419.0,10,0
0.02,70,53,1,WN,SAN,CA,-5.0,0.0,2100-2159,447.0,2,0
0.17,58,46,1,DL,MSP,MN,-10.0,0.0,0600-0659,1589.0,7,0
0.07,63,48,5,AA,CLT,NC,0.0,0.0,0800-0859,2296.0,10,0
0.11,60,45,5,OO,RDM,OR,56.0,1.0,2200-2259,462.0,2,1
0.01,67,50,2,AS,PDX,OR,-5.0,0.0,1000-1059,550.0,3,0
0.06,61,49,1,UA,PHX,AZ,-7.0,0.0,1000-1059,651.0,3,0
0.06,64,49,7,OO,RDM,OR,35.0,1.0,1800-1859,462.0,2,1
0.06,63,48,6,OO,PDX,OR,-3.0,0.0,1300-1359,550.0,3,0
0.07,64,47,7,OO,RNO,NV,0.0,0.0,2200-2259,192.0,1,0
0.0,72,54,5,OO,FAT,CA,-2.0,0.0,1200-1259,158.0,1,0
0.04,64,47,2,UA,IAD,VA,2.0,0.0,1300-1359,2419.0,10,1
0.18,58,44,2,OO,FAT,CA,-7.0,0.0,2200-2259,158.0,1,0
0.0,69,51,7,UA,IAH,TX,74.0,1.0,2300-2359,1635.0,7,1
0.04,63,50,7,UA,TPA,FL,2.0,0.0,2300-2359,2393.0,10,1
0.0,72,56,2,UA,PHX,AZ,1.0,0.0,1600-1659,651.0,3,1
0.08,57,44,1,OO,SAT,TX,-8.0,0.0,1600-1659,1482.0,6,0
0.2,59,45,3,OO,BUR,CA,2.0,0.0,1600-1659,326.0,2,1
0.16,60,47,7,UA,ORD,IL,65.0,1.0,2300-2359,1846.0,8,1
0.0,73,56,1,UA,EUG,OR,70.0,1.0,2200-2259,451.0,2,1
0.01,69,52,1,OO,RDM,OR,-6.0,0.0,1600-1659,462.0,2,0
0.0,72,55,1,OO,BZN,MT,-4.0,0.0,0800-0859,807.0,4,0
0.1,62,47,1,WN,DEN,CO,-3.0,0.0,0001-0559,967.0,4,0
0.07,64,47,3,AS,MCO,FL,9.0,0.0,0700-0759,2446.0,10,1
0.06,65,50,3,UA,MFR,OR,-4.0,0.0,2200-2259,329.0,2,0
0.02,68,52,6,OO,PSP,CA,-8.0,0.0,1000-1059,421.0,2,0
0.03,67,50,5,UA,PHX,AZ,-5.0,0.0,1000-1059,651.0,3,0
0.03,68,51,6,OO,LAX,CA,-6.0,0.0,1200-1259,337.0,2,0
0.0,72,56,7,UA,LAX,CA,1.0,0.0,1800-1859,337.0,2,1
0.0,71,54,6,UA,HNL,HI,-3.0,0.0,0700-0759,2398.0,10,0
0.01,66,50,1,OO,LAX,CA,0.0,0.0,1500-1559,337.0,2,0
0.11,57,44,3,AS,PDX,OR,4.0,0.0,0900-0959,550.0,3,1
0.12,57,44,7,OO,LAX,CA,-2.0,0.0,0600-0659,337.0,2,0
0.07,62,47,3,AA,DFW,TX,80.0,1.0,1100-1159,1464.0,6,1
0.02,64,48,5,UA,MCO,FL,-8.0,0.0,0800-0859,2446.0,10,0
0.0,72,55,1,UA,EWR,NJ,-3.0,0.0,2300-2359,2565.0,11,0
0.05,63,48,7,OO,EUG,OR,-3.0,0.0,1000-1059,451.0,2,0
0.0,68,53,2,WN,PHX,AZ,20.0,1.0,1900-1959,651.0,3,1
0.14,61,47,1,DL,MSP,MN,7.0,0.0,1200-1259,1589.0,7,1
0.0,70,53,5,UA,IAD,VA,16.0,1.0,2100-2159,2419.0,10,1
0.0,71,54,7,OO,LAX,CA,34.0,1.0,0700-0759,337.0,2,1
0.11,62,48,3,UA,DEN,CO,-8.0,0.0,1200-1259,967.0,4,0
0.05,63,48,5,UA,SAN,CA,64.0,1.0,2200-2259,447.0,2,1
0.0,72,56,4,UA,KOA,HI,16.0,1.0,1600-1659,2367.0,10,1
0.05,59,45,6,UA,SEA,WA,-5.0,0.0,1900-1959,679.0,3,0
0.0,72,54,7,WN,SAN,CA,-6.0,0.0,2000-2059,447.0,2,0
0.11,64,48,4,UA,HNL,HI,-2.0,0.0,1900-1959,2398.0,10,0
0.01,69,52,4,UA,HNL,HI,-1.0,0.0,1100-1159,2398.0,10,0
0.13,62,48,6,OO,LAX,CA,-2.0,0.0,1000-1059,337.0,2,0
0.01,66,50,1,OO,RDD,CA,26.0,1.0,1100-1159,199.0,1,1
0.0,69,52,2,UA,OGG,HI,110.0,1.0,1600-1659,2338.0,10,1
0.0,72,56,4,WN,LAS,NV,-1.0,0.0,0800-0859,414.0,2,0
0.0,72,54,2,AS,LAX,CA,9.0,0.0,2200-2259,337.0,2,1
0.0,72,55,1,OO,SAN,CA,53.0,1.0,1200-1259,447.0,2,1
0.16,60,47,7,AS,JFK,NY,4.0,0.0,1300-1359,2586.0,11,1
0.13,56,44,4,UA,ORD,IL,-7.0,0.0,1100-1159,1846.0,8,0
0.06,65,50,3,OO,SLC,UT,-4.0,0.0,1600-1659,599.0,3,0
0.11,57,44,1,UA,LIH,HI,-4.0,0.0,0800-0859,2447.0,10,0
0.09,62,48,4,OO,LAX,CA,39.0,1.0,1500-1559,337.0,2,1
0.0,70,53,5,UA,KOA,HI,-1.0,0.0,1600-1659,2367.0,10,0
0.17,60,46,6,OO,SAN,CA,42.0,1.0,0600-0659,447.0,2,1
0.01,67,51,7,UA,SAN,CA,7.0,0.0,1300-1359,447.0,2,1
0.01,68,52,1,OO,AUS,TX,-7.0,0.0,1700-1759,1504.0,7,0
0.13,60,46,5,AS,JFK,NY,8.0,0.0,2300-2359,2586.0,11,1
0.18,57,44,2,OO,LAX,CA,-8.0,0.0,1400-1459,337.0,2,0
0.03,64,49,3,OO,LAX,CA,-6.0,0.0,1000-1059,337.0,2,0
0.07,63,48,5,OO,SLC,UT,-2.0,0.0,0800-0859,599.0,3,0
0.0,68,53,6,UA,EWR,NJ,44.0,1.0,2300-2359,2565.0,11,1
0.0,70,53,5,UA,CLE,OH,-1.0,0.0,2200-2259,2161.0,9,0
0.02,67,51,1,UA,SAN,CA,23.0,1.0,1900-1959,447.0,2,1
0.0,71,56,5,UA,ORD,IL,3.0,0.0,1600-1659,1846.0,8,1
0.07,62,47,3,OO,SNA,CA,-1.0,0.0,1700-1759,372.0,2,0
0.0,69,52,3,OO,PSP,CA,1.0,0.0,1600-1659,421.0,2,1
0.02,67,50,7,OO,BUR,CA,0.0,0.0,0800-0859,326.0,2,0
0.01,68,52,6,OO,PSP,CA,9.0,0.0,1900-1959,421.0,2,1
0.04,65,50,5,DL,ATL,GA,6.0,0.0,0600-0659,2139.0,9,1
0.0,69,52,3,UA,AUS,TX,-5.0,0.0,1800-1859,1504.0,7,0
0.0,70,53,5,UA,IAD,VA,-2.0,0.0,0800-0859,2419.0,10,0
0.08,61,48,1,OO,ACV,CA,13.0,0.0,1000-1059,250.0,2,1
0.15,58,46,2,AA,CLT,NC,-7.0,0.0,0800-0859,2296.0,10,0
0.2,60,46,1,DL,JFK,NY,-1.0,0.0,1600-1659,2586.0,11,0
0.09,62,48,7,OO,ACV,CA,-4.0,0.0,2200-2259,250.0,2,0
0.0,71,54,2,OO,MSO,MT,11.0,0.0,1200-1259,769.0,4,1
0.0,73,55,5,UA,DEN,CO,-4.0,0.0,1200-1259,967.0,4,0
0.0,72,56,7,WN,PHX,AZ,-1.0,0.0,0001-0559,651.0,3,0
0.09,56,44,5,UA,BOS,MA,18.0,1.0,1300-1359,2704.0,11,1
0.0,72,56,7,UA,BNA,TN,-3.0,0.0,1100-1159,1969.0,8,0
0.0,72,54,5,UA,SLC,UT,1.0,0.0,1600-1659,599.0,3,1
0.0,69,52,3,WN,BUR,CA,-2.0,0.0,1200-1259,326.0,2,0
0.01,68,53,5,OO,PSP,CA,6.0,0.0,1600-1659,421.0,2,1
0.01,67,50,2,OO,SLC,UT,17.0,1.0,1800-1859,599.0,3,1
0.17,58,46,1,OO,SLC,UT,8.0,0.0,0900-0959,599.0,3,1
0.01,70,54,3,QX,PAE,WA,-2.0,0.0,0900-0959,710.0,3,0
0.2,57,44,1,AA,LAX,CA,1.0,0.0,0800-0859,337.0,2,1
0.01,70,54,3,UA,PDX,OR,-7.0,0.0,2200-2259,550.0,3,0
0.17,57,45,7,DL,DTW,MI,-11.0,0.0,0001-0559,2079.0,9,0
0.13,56,44,4,OO,PSP,CA,302.0,1.0,1600-1659,421.0,2,1
0.02,68,52,6,OO,SAN,CA,-5.0,0.0,1100-1159,447.0,2,0
0.0,73,56,1,OO,LAX,CA,-5.0,0.0,1700-1759,337.0,2,0
0.01,67,52,4,OO,AUS,TX,-6.0,0.0,1100-1159,1504.0,7,0
0.01,69,52,1,B6,BOS,MA,4.0,0.0,1300-1359,2704.0,11,1
0.1,59,46,3,UA,IAD,VA,-9.0,0.0,2300-2359,2419.0,10,0
0.06,67,53,5,UA,SEA,WA,1.0,0.0,1900-1959,679.0,3,1
0.0,72,55,4,B6,EWR,NJ,4.0,0.0,1400-1459,2565.0,11,1
0.03,66,49,1,WN,BUR,CA,16.0,1.0,1400-1459,326.0,2,1
0.03,63,48,2,OO,SLC,UT,-4.0,0.0,1800-1859,599.0,3,0
0.0,72,54,7,WN,LAS,NV,5.0,0.0,1800-1859,414.0,2,1
0.05,63,48,5,UA,EWR,NJ,20.0,1.0,1400-1459,2565.0,11,1
0.02,68,52,6,UA,HNL,HI,-1.0,0.0,1100-1159,2398.0,10,0
0.0,69,52,2,OO,PSP,CA,15.0,1.0,1900-1959,421.0,2,1
0.01,68,52,6,OO,SNA,CA,-2.0,0.0,1600-1659,372.0,2,0
0.06,64,49,7,OO,BUR,CA,-7.0,0.0,0800-0859,326.0,2,0
0.13,54,43,4,DL,MSP,MN,-2.0,0.0,1200-1259,1589.0,7,0
0.07,64,47,3,OO,SBA,CA,-6.0,0.0,1600-1659,262.0,2,0
0.0,72,56,2,UA,EWR,NJ,107.0,1.0,1000-1059,2565.0,11,1
0.0,72,56,7,AS,SEA,WA,-3.0,0.0,1500-1559,679.0,3,0
0.09,56,45,5,AA,DFW,TX,-8.0,0.0,1700-1759,1464.0,6,0
0.09,62,48,7,DL,ATL,GA,11.0,0.0,0600-0659,2139.0,9,1
0.01,68,53,5,AA,PHX,AZ,-3.0,0.0,0600-0659,651.0,3,0
0.01,71,55,2,AS,SEA,WA,19.0,1.0,0900-0959,679.0,3,1
0.11,59,45,4,OO,LAX,CA,-2.0,0.0,0800-0859,337.0,2,0
0.1,62,47,1,UA,EWR,NJ,4.0,0.0,2300-2359,2565.0,11,1
0.07,64,48,5,OO,SBA,CA,-1.0,0.0,1900-1959,262.0,2,0
0.04,65,50,5,WN,PHX,AZ,-3.0,0.0,2000-2059,651.0,3,0
0.06,65,50,3,AS,LAS,NV,-1.0,0.0,1400-1459,414.0,2,0
0.09,62,48,4,OO,AUS,TX,-4.0,0.0,2300-2359,1504.0,7,0
0.02,64,48,6,OO,PSP,CA,-3.0,0.0,1800-1859,421.0,2,0
0.09,60,46,4,UA,SEA,WA,11.0,0.0,0800-0859,679.0,3,1
0.03,68,51,6,UA,OGG,HI,42.0,1.0,1600-1659,2338.0,10,1
0.01,67,51,5,OO,LAX,CA,-1.0,0.0,1500-1559,337.0,2,0
0.03,64,49,3,OO,LAX,CA,-4.0,0.0,1700-1759,337.0,2,0
0.1,56,44,7,OO,LAX,CA,-13.0,0.0,1700-1759,337.0,2,0
0.0,69,51,7,AS,JFK,NY,51.0,1.0,2300-2359,2586.0,11,1
0.11,57,44,1,UA,ORD,IL,-4.0,0.0,0600-0659,1846.0,8,0
0.0,72,55,1,OO,FCA,MT,25.0,1.0,1100-1159,844.0,4,1
0.0,73,55,6,AS,ANC,AK,-5.0,0.0,1200-1259,2018.0,9,0
0.06,64,50,6,AS,BOS,MA,6.0,0.0,0900-0959,2704.0,11,1
0.09,62,47,2,UA,KOA,HI,29.0,1.0,0900-0959,2367.0,10,1
0.04,64,48,5,UA,IAD,VA,2.0,0.0,1600-1659,2419.0,10,1
0.2,57,44,1,OO,BOI,ID,43.0,1.0,0800-0859,522.0,3,1
0.1,56,44,7,AS,SEA,WA,0.0,0.0,1400-1459,679.0,3,0
0.0,72,55,7,UA,MCO,FL,0.0,0.0,2300-2359,2446.0,10,0
0.02,65,48,4,UA,BOS,MA,-3.0,0.0,0800-0859,2704.0,11,0
0.02,66,48,3,B6,JFK,NY,-9.0,0.0,1400-1459,2586.0,11,0
0.06,62,47,1,OO,SAN,CA,-9.0,0.0,1800-1859,447.0,2,0
0.01,69,52,4,OO,SAT,TX,-6.0,0.0,1200-1259,1482.0,6,0
0.03,64,48,1,OO,EUG,OR,-4.0,0.0,1600-1659,451.0,2,0
0.02,63,49,6,UA,LAS,NV,9.0,0.0,0800-0859,414.0,2,1
0.0,71,56,5,DL,DTW,MI,-1.0,0.0,1200-1259,2079.0,9,0
0.0,70,53,4,UA,LAX,CA,-1.0,0.0,0700-0759,337.0,2,0
0.11,62,48,3,OO,OTH,OR,-10.0,0.0,1100-1159,412.0,2,0
0.09,56,44,5,OO,RDD,CA,48.0,1.0,0900-0959,199.0,1,1
0.01,71,54,4,AA,DFW,TX,-8.0,0.0,1700-1759,1464.0,6,0
0.0,71,54,6,UA,IAH,TX,-1.0,0.0,1100-1159,1635.0,7,0
0.0,70,53,7,DL,ATL,GA,12.0,0.0,0600-0659,2139.0,9,1
0.02,67,50,4,OO,SAN,CA,-3.0,0.0,2100-2159,447.0,2,0
0.0,70,53,3,OO,OTH,OR,-5.0,0.0,1000-1059,412.0,2,0
0.01,67,50,5,OO,SNA,CA,4.0,0.0,1600-1659,372.0,2,1
0.03,63,48,4,UA,DFW,TX,-3.0,0.0,1000-1059,1464.0,6,0
0.09,62,48,4,UA,EUG,OR,-7.0,0.0,2200-2259,451.0,2,0
0.0,70,56,4,UA,HNL,HI,306.0,1.0,1300-1359,2398.0,10,1
0.11,64,48,4,OO,ONT,CA,-2.0,0.0,1300-1359,363.0,2,0
0.07,64,48,5,OO,PSP,CA,-4.0,0.0,1000-1059,421.0,2,0
0.13,60,46,5,UA,KOA,HI,-6.0,0.0,1100-1159,2367.0,10,0
0.0,70,53,3,WN,SAN,CA,-3.0,0.0,0800-0859,447.0,2,0
0.05,63,48,5,OO,FAT,CA,-3.0,0.0,1500-1559,158.0,1,0
0.0,72,54,1,DL,JFK,NY,0.0,0.0,0600-0659,2586.0,11,0
0.2,60,46,1,DL,JFK,NY,17.0,1.0,2200-2259,2586.0,11,1
0.03,67,50,5,AS,JFK,NY,52.0,1.0,1000-1059,2586.0,11,1
0.0,67,49,2,B6,LAX,CA,-11.0,0.0,1900-1959,337.0,2,0
0.0,71,54,6,UA,PDX,OR,-1.0,0.0,1000-1059,550.0,3,0
0.19,59,47,3,AS,SEA,WA,-11.0,0.0,1300-1359,679.0,3,0
0.13,59,45,4,OO,LAX,CA,-4.0,0.0,0600-0659,337.0,2,0
0.2,60,46,1,AS,SEA,WA,32.0,1.0,1800-1859,679.0,3,1
0.12,57,45,5,AA,JFK,NY,-5.0,0.0,0700-0759,2586.0,11,0
0.09,64,49,1,UA,HNL,HI,4.0,0.0,0900-0959,2398.0,10,1
0.03,63,48,2,OO,LAX,CA,2.0,0.0,1500-1559,337.0,2,1
0.0,72,54,1,WN,BUR,CA,-5.0,0.0,0900-0959,326.0,2,0
0.0,73,55,5,DL,LAX,CA,-7.0,0.0,1000-1059,337.0,2,0
0.12,57,44,7,AS,MCO,FL,-12.0,0.0,0800-0859,2446.0,10,0
0.06,67,53,5,OO,SBA,CA,4.0,0.0,1900-1959,262.0,2,1
0.01,67,50,2,B6,JFK,NY,-7.0,0.0,0700-0759,2586.0,11,0
0.03,68,49,3,UA,FLL,FL,-3.0,0.0,2200-2259,2584.0,11,0
0.06,62,47,1,UA,SAN,CA,-6.0,0.0,0800-0859,447.0,2,0
0.0,70,56,4,UA,OGG,HI,0.0,0.0,0900-0959,2338.0,10,0
0.02,66,50,4,WN,LAS,NV,83.0,1.0,1200-1259,414.0,2,1
0.06,58,44,2,UA,PDX,OR,4.0,0.0,0800-0859,550.0,3,1
0.0,70,56,4,QX,PAE,WA,-4.0,0.0,0900-0959,710.0,3,0
0.17,60,46,6,UA,KOA,HI,12.0,0.0,0900-0959,2367.0,10,1
0.02,70,53,1,AA,PHX,AZ,-11.0,0.0,1600-1659,651.0,3,0
0.17,62,48,2,OO,AUS,TX,-6.0,0.0,2300-2359,1504.0,7,0
0.08,61,48,1,OO,TUS,AZ,-6.0,0.0,0900-0959,751.0,4,0
0.0,70,53,2,DL,SEA,WA,-5.0,0.0,0600-0659,679.0,3,0
0.0,72,54,5,OO,PSP,CA,61.0,1.0,0800-0859,421.0,2,1
0.06,64,49,7,AS,JFK,NY,-2.0,0.0,2300-2359,2586.0,11,0
0.0,72,54,1,DL,DTW,MI,16.0,1.0,1400-1459,2079.0,9,1
0.09,62,47,2,AA,DFW,TX,-7.0,0.0,0600-0659,1464.0,6,0
0.0,72,55,1,UA,SNA,CA,-1.0,0.0,1000-1059,372.0,2,0
0.07,62,47,3,AS,SEA,WA,-1.0,0.0,2100-2159,679.0,3,0
0.4,55,43,2,UA,LAX,CA,10.0,0.0,1300-1359,337.0,2,1
0.01,68,52,7,UA,DCA,VA,40.0,1.0,0800-0859,2442.0,10,1
0.08,61,48,1,OO,SAN,CA,-6.0,0.0,1100-1159,447.0,2,0
0.11,62,48,3,UA,MIA,FL,-6.0,0.0,0800-0859,2585.0,11,0
0.11,62,46,7,DL,DTW,MI,-2.0,0.0,0001-0559,2079.0,9,0
0.11,64,48,4,UA,IND,IN,23.0,1.0,2200-2259,1943.0,8,1
